id_pdv;id_sku;fecha_min;fecha_max;anio_semana_min;anio_semana_max;count_nonzero;sum_cantidad;fecha;anio_semana;cantidad;cantidad_neta;cantidad_bruta;venta;venta_neta;venta_bruta;volumen_neto;volumen_bruto;precio
667464;4464;06/10/2021;06/10/2021;202140;202140;1;1;06/10/2021;202140;1;1;1;50.00;50.00;50.00;0.432;0.432;50.00
668429;2741;30/09/2021;15/10/2021;202139;202141;2;10;07/10/2021;202140;5;5;5;210.00;210.00;210.00;1.250;1.250;42.00
668429;4464;30/09/2021;07/10/2021;202139;202140;2;6;07/10/2021;202140;3;3;3;138.90;138.90;138.90;1.296;1.296;46.30
674975;975;06/10/2021;06/10/2021;202140;202140;0;0;06/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
674976;975;06/10/2021;06/10/2021;202140;202140;1;3;06/10/2021;202140;3;3;3;54.90;54.90;54.90;0.798;0.798;18.30
674979;975;04/10/2021;04/10/2021;202140;202140;1;4;04/10/2021;202140;4;4;4;73.20;73.20;73.20;1.064;1.064;18.30
686160;384;30/09/2021;07/10/2021;202139;202140;2;4;07/10/2021;202140;2;2;2;114.58;114.58;114.58;0.900;0.900;57.29
686160;975;07/10/2021;07/10/2021;202140;202140;1;4;07/10/2021;202140;4;4;4;94.08;94.08;94.08;1.064;1.064;23.52
686160;2741;30/09/2021;14/10/2021;202139;202141;3;16;07/10/2021;202140;6;6;6;252.00;252.00;252.00;1.500;1.500;42.00
686160;2741;30/09/2021;14/10/2021;202139;202141;3;16;08/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
692293;2749;05/10/2021;26/10/2021;202140;202143;2;4;05/10/2021;202140;2;2;2;85.80;85.80;85.80;1.000;1.000;42.90
696691;4464;07/10/2021;07/10/2021;202140;202140;1;2;07/10/2021;202140;2;2;2;100.00;100.00;100.00;0.864;0.864;50.00
703501;384;04/10/2021;04/10/2021;202140;202140;1;12;04/10/2021;202140;12;12;12;687.48;687.48;687.48;5.400;5.400;57.29
703501;2741;04/10/2021;11/10/2021;202140;202141;2;6;04/10/2021;202140;3;3;3;126.00;126.00;126.00;0.750;0.750;42.00
703501;2741;04/10/2021;11/10/2021;202140;202141;2;6;05/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
703501;4464;04/10/2021;04/10/2021;202140;202140;1;2;04/10/2021;202140;2;2;2;92.60;92.60;92.60;0.864;0.864;46.30
717716;975;01/10/2021;08/10/2021;202139;202140;2;6;08/10/2021;202140;4;4;4;73.20;73.20;73.20;1.064;1.064;18.30
731040;4464;02/10/2021;06/10/2021;202139;202140;2;2;06/10/2021;202140;1;1;1;48.90;48.90;48.90;0.432;0.432;48.90
731283;4464;05/10/2021;08/10/2021;202140;202140;2;2;05/10/2021;202140;1;1;1;48.90;48.90;48.90;0.432;0.432;48.90
731283;4464;05/10/2021;08/10/2021;202140;202140;2;2;08/10/2021;202140;1;1;1;48.90;48.90;48.90;0.432;0.432;48.90
740357;975;05/10/2021;05/10/2021;202140;202140;1;4;05/10/2021;202140;4;4;4;73.20;73.20;73.20;1.064;1.064;18.30
741384;4464;06/10/2021;06/10/2021;202140;202140;1;1;06/10/2021;202140;1;1;1;48.90;48.90;48.90;0.432;0.432;48.90
743046;975;04/10/2021;08/10/2021;202140;202140;1;5;04/10/2021;202140;5;5;5;117.60;117.60;117.60;1.330;1.330;23.52
743046;975;04/10/2021;08/10/2021;202140;202140;1;5;08/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
743046;2741;04/10/2021;11/10/2021;202140;202141;2;15;04/10/2021;202140;5;5;5;210.00;210.00;210.00;1.250;1.250;42.00
743046;4464;04/10/2021;04/10/2021;202140;202140;1;2;04/10/2021;202140;2;2;2;92.60;92.60;92.60;0.864;0.864;46.30
750383;384;30/09/2021;06/10/2021;202139;202140;2;8;05/10/2021;202140;4;4;4;229.16;229.16;229.16;1.800;1.800;57.29
750383;384;30/09/2021;06/10/2021;202139;202140;2;8;06/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
750383;975;06/10/2021;06/10/2021;202140;202140;0;0;06/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
750383;2741;06/10/2021;06/10/2021;202140;202140;0;0;06/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
750383;4464;30/09/2021;05/10/2021;202139;202140;2;5;05/10/2021;202140;2;2;2;92.60;92.60;92.60;0.864;0.864;46.30
750410;4464;01/10/2021;08/10/2021;202139;202140;2;5;08/10/2021;202140;2;2;2;92.60;92.60;92.60;0.864;0.864;46.30
753267;384;30/09/2021;07/10/2021;202139;202140;2;6;07/10/2021;202140;2;2;2;114.58;114.58;114.58;0.900;0.900;57.29
753267;975;07/10/2021;07/10/2021;202140;202140;1;3;07/10/2021;202140;3;3;3;70.56;70.56;70.56;0.798;0.798;23.52
753267;2741;30/09/2021;07/10/2021;202139;202140;2;7;07/10/2021;202140;2;2;2;84.00;84.00;84.00;0.500;0.500;42.00
761305;975;04/10/2021;04/10/2021;202140;202140;1;5;04/10/2021;202140;5;5;5;108.80;108.80;108.80;1.330;1.330;21.76
761778;4464;07/10/2021;07/10/2021;202140;202140;0;0;07/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
767324;384;30/09/2021;08/10/2021;202139;202140;1;5;08/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
767324;975;30/09/2021;07/10/2021;202139;202140;2;10;07/10/2021;202140;5;5;5;117.60;117.60;117.60;1.330;1.330;23.52
767324;2741;30/09/2021;08/10/2021;202139;202140;2;11;07/10/2021;202140;5;5;5;210.00;210.00;210.00;1.250;1.250;42.00
767324;2741;30/09/2021;08/10/2021;202139;202140;2;11;08/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
773472;4464;09/10/2021;09/10/2021;202140;202140;1;2;09/10/2021;202140;2;2;2;97.80;97.80;97.80;0.864;0.864;48.90
773826;975;02/10/2021;09/10/2021;202139;202140;2;9;09/10/2021;202140;6;6;6;141.12;141.12;141.12;1.596;1.596;23.52
773826;4464;09/10/2021;09/10/2021;202140;202140;1;3;09/10/2021;202140;3;3;3;138.90;138.90;138.90;1.296;1.296;46.30
785083;384;07/10/2021;07/10/2021;202140;202140;1;3;07/10/2021;202140;3;3;3;171.87;171.87;171.87;1.350;1.350;57.29
785083;975;30/09/2021;08/10/2021;202139;202140;1;5;08/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
785083;2741;30/09/2021;07/10/2021;202139;202140;2;11;07/10/2021;202140;6;6;6;252.00;252.00;252.00;1.500;1.500;42.00
785998;384;04/10/2021;04/10/2021;202140;202140;0;0;04/10/2021;202140;0;0;0;0.00;0.00;0.00;0.000;0.000;0.00
